Name;Country;Potential emissions (Gt CO2);Fuel;New project;Latitude;Longitude;Start year;Description;Operator;Operator copy;Banks;
Pereyaslovskiy Coal Mine;Russian Federation;16.0;Coal;;56.4;87.1;1964;Pereyaslovskiy Coal Mine is a coal mining development in the Kemerovo region of the Russian Federation, with an annual production capacity of 8.8 million tonnes of coal. It is owned and operated by Kuzbassrazrezugol, the largest coal mining company in Russia, which is majority owned by the Ministry of Energy. The project is part of the larger Kuzbass coal basin, which is the largest coal basin in Russia and one of the largest in the world, with an estimated coal reserve of over 200 billion tonnes. The mine has been in operation since 1964 and is the second largest coal mine in the Kuzbass region.;Kuzbassrazrezugol;Kuzbassrazrezugol;;
Lensky Basin CBM;Russian Federation;27.0;Oil&Gas;New project;56.8;85.0;2019;The Lensky Basin CBM project is a coal-bed methane (CBM) production venture located in the Lensky district of the Krasnoyarsk region in the Russian Federation. The project is owned by Russian energy company Gazprom and is expected to produce up to 1.3 billion cubic meters of natural gas per year. The project includes the development of 4 CBM fields in the basin and the construction of a gas processing plant and associated infrastructure. The project is expected to have an operational life of 10 years.;Gazprom;Gazprom;;
Shtokman;Russian Federation;61.0;Oil&Gas;New project;69.7;37.4;2006;Shtokman is a natural gas condensate field located in the Russian sector of the Barents Sea. It is the largest known natural gas field in the Russian Arctic, with reserves estimated at 3.8 trillion cubic meters of natural gas and 37 million tons of gas condensate. The project was initiated in 2006 by the Russian government, with Gazprom as the main operator and Total, Statoil and Nippon Oil as partners.;Gazprom,Total,Statoil and Nippon Oil;Gazprom,Total,Statoil and Nippon Oil;;
North Kara Sea Offshore;Russian Federation;12.0;Oil&Gas;New project;68.8;78.9;1987;The North Kara Sea Offshore project is a natural gas and oil exploration project located in the North Kara Sea in the Russian Federation. The project was initiated in 1987 by the state-owned company Gazprom, the world's largest natural gas extractor, and a consortium of private oil and gas firms including Surgutneftegas, Lukoil, and Rosneft. The project focuses on the exploration and exploitation of natural gas and oil reserves in the area. It is estimated that the North Kara Sea has approximately 5 billion cubic meters of natural gas reserves, and 500 million tons of oil reserves.;Gazprom,Surgutneftegas,Lukoil,Rosneft;Gazprom,Surgutneftegas,Lukoil,Rosneft;;
West Siberia Onshore;Russian Federation;12.0;Oil&Gas;New project;56.8;61.7;1982;West Siberia Onshore is a major fossil fuel exploitation project located in the Russian Federation. It was established in 1982 to increase the production of oil and natural gas from the West Siberian Basin. The project is operated by Gazprom, Lukoil, and Rosneft, among others.;Gazprom,Lukoil,Rosneft;Gazprom,Lukoil,Rosneft;;
Arshanovsky Coal Mine;Russian Federation;17.0;Coal;;57.0;61.9;2009;The Arshanovsky coal mine is the largest coal mine in the Russian Federation. Located in the Chelyabinsk region, the mine is owned by the Arshanovsky Mining Company, which is a subsidiary of the Russian energy company Gazprom. The mine has an annual production capacity of about 1.5 million tons of coal, which is used in the production of energy and metallurgical coal.;Arshanovsky Mining Company (subsidiary of Gazprom);Arshanovsky Mining Company (subsidiary of Gazprom);;
Bovanenkovo Zone (Yamal Megaproject);Russian Federation;112.0;Oil&Gas;;69.7;73.7;2011;The Bovanenkovo Zone (Yamal Megaproject) is a major oil and gas project located in the Yamal Peninsula of the Russian Federation. It is the largest natural gas field in Russia and the largest natural gas field in the world. The project is operated by Gazprom and its partners. The project began operations in 2011 and includes the development of gas production, gas processing, and storage and transportation infrastructure.;Gazprom;Gazprom;;
Elegest Coal Mine;Russian Federation;23.0;Coal;;52.8;99.9;2014;The Elegest Coal Mine is located in the Tuva Republic in the Russian Federation. The Elegest coal mine is the largest coking coal deposit in Russia and the second largest in the world. The coal mine was opened in 2014 and is operated by TEC-Elegest, a subsidiary of the Russian coal company, TEC. The mine has a capacity of 8 million tons of coal per year and produces both coking and thermal coal.;TEC-Elegest;TEC-Elegest;;
Erkovetskiy Coal Mine;Russian Federation;10.0;Coal;;55.9;38.0;1991;Erkovetskiy Coal Mine is a large open-pit coal mine located in the central part of the Russian Federation, in the Krasnoyarsk Krai region. It was established in 1991 and is currently operated by the Russian energy company SUEK. The mine produces up to 10 million tons of coal per year and is one of the largest coal mines in the region.;SUEK;SUEK;;
Timan - Pechora Basin Onshore;Russian Federation;24.0;Oil&Gas;New project;65.8;57.1;1981;The Timan-Pechora Basin is a sedimentary basin located in northern Russia. It is one of the largest onshore oil and gas reserves in the world, containing an estimated 10.5 billion tons of oil and gas reserves. The basin covers an area of about 400,000 km2, about one-third of which is located within the Russian Federation. The exploitation of this basin began in 1981, when the state-owned company Gazprom began a large-scale operation to develop the basin. The company continues to be the primary operator in the region and has invested heavily in exploration and production activities, including the construction of infrastructure for oil and gas production and transportation.;Gazprom;Gazprom;;
Beisky-Zapadniy Coal Mine;Russian Federation;24.0;Coal;New project;59.3;82.8;2016;Beisky-Zapadniy Coal Mine is a coal mining project located in the Russian Federation. The project was approved in 2016 and is operated by Russian energy company SUEK. The project is expected to produce 2.8 million tonnes of coal per year.;SUEK;SUEK;;
Inaglinskaya-2 Mine;Russian Federation;13.0;Coal;New project;56.1;37.3;1995;The Inaglinskaya-2 Mine is a coal mine in the Kostroma Oblast region of Russia. It is operated by the Inter RAO Group, and has an annual production capacity of 1.3 million tons of coal. The project is part of the company's long-term strategy to increase production and expand its coal-mining operations.;Inter RAO Group;Inter RAO Group;;
Taldinsky Coal Mine;Russian Federation;22.0;Coal;;55.4;38.0;1991;The Taldinsky coal mine is located in the western part of the Taldinsky district of the Kemerovo region in the Russian Federation. It is one of the largest open-pit coal mines in the region and has been in operation since 1991. The mine produces coal for both domestic and export markets, and has an estimated proven reserves of more than 500 million tonnes.;Taldinsky Coal Company;Taldinsky Coal Company;;
Zuluf (CR in field);Saudi-Arabia;35.0;Oil&Gas;New project;27.2;48.8;1988;Zuluf (CR in field) is a giant oilfield located in the Persian Gulf region of Saudi Arabia. It is estimated to contain over 4 billion barrels (640×10^6 m3) of oil reserves. The field is owned and operated by Saudi Aramco and was discovered in 1988.;Saudi Aramco;Saudi Aramco;;
Qatif project;Saudi-Arabia;51.0;Oil&Gas;;25.3;49.6;2008;The Qatif project is an oil and gas project located in the Eastern province of Saudi-Arabia. The project is operated by Saudi Aramco and is aimed to increase the supply of oil and gas in the region.;Saudi Aramco;Saudi Aramco;;
Ghawar Ain Dar N;Saudi-Arabia;21.0;Oil&Gas;;25.4;47.6;2006;Ghawar Ain Dar N is a fossil fuel exploitation project located in Saudi Arabia. The project includes a combination of offshore and onshore activities, such as extraction and processing of crude oil, gas liquids, and natural gas. The project was initiated in 2006 by the Saudi Arabian Oil Company (Aramco) and is estimated to have a production capacity of 1.2 billion barrels of oil per year.;Saudi Arabian Oil Company (Aramco);Saudi Arabian Oil Company (Aramco);;
Zuluf;Saudi-Arabia;24.0;Oil&Gas;;27.1;48.5;1980;The Zuluf Field is a large oil field located in the Persian Gulf, off the coast of Saudi Arabia. The field was discovered in 1975 and developed by Saudi Aramco. It began production in 1980 and produces oil. The total proven reserves of the Zuluf Field are around 25 billion barrels (3.2×109 m3) and production is centered on 400,000 barrels per day (64,000 m3/d).;Saudi Aramco;Saudi Aramco;;
Abqaiq;Saudi-Arabia;16.0;Oil&Gas;;26.1;50.1;1949;Abqaiq is an oil field located in eastern Saudi-Arabia, west of the Persian Gulf. It is the largest oil field in the world, with an estimated reserve of 70 billion barrels of oil. The field was discovered in the 1940s and was put into production in 1949. It is owned and operated by Saudi Aramco, which is the world's largest oil company.;Saudi Aramco;Saudi Aramco;;
Zuluf (expansion);Saudi-Arabia;18.0;Oil&Gas;New project;29.0;47.8;2012;The Zuluf (expansion) oil field is located in the southern part of the Persian Gulf in Saudi Arabia. The field was first discovered in 1970 and was brought into production in 1972. The field is being developed as a joint venture between Saudi Aramco and Total S.A. (Total). The expansion project is aimed at increasing the production capacity of the field from 400,000 bpd to 500,000 bpd.;Saudi Aramco and Total S.A.;Saudi Aramco and Total S.A.;;
Manifa (redevelop);Saudi-Arabia;50.0;Oil&Gas;;26.0;49.7;2008;Manifa is a redevelopment project undertaken by Saudi Aramco, the country's national oil company, to increase the production capacity of oil from the Manifa offshore field. The project includes additional platforms, flow lines, and pipelines for the transportation of crude oil from the offshore field. The project was completed in 2016 and is expected to reach a peak production of 900,000 barrels of oil per day.;Saudi Aramco;Saudi Aramco;;
Central Arabian Onshore;Saudi-Arabia;44.0;Oil&Gas;New project;26.5;46.7;2007;Central Arabian Onshore is an onshore oil and gas development project located in the Central Arabian region of Saudi Arabia. The project was initiated in 2007 and has been ongoing since then. The primary objective of the project is to develop the resource potential of the region and the secondary objective is to develop new technologies and methods for improved resource utilization.;Saudi Aramco;Saudi Aramco;;
Berri;Saudi-Arabia;36.0;Oil&Gas;;25.5;49.4;1976;The Berri Offshore Oil Field is an oil field located in the Persian Gulf, off the coast of Saudi Arabia. It was discovered in 1976 and developed by Saudi Aramco. The total proven reserves of the Berri oil field are around 2.2 billion barrels (290×10^6 tonnes) and production is centered on 400,000 barrels per day (64×10^3 m3/d).;Saudi Aramco;Saudi Aramco;;
Marjan;Saudi-Arabia;19.0;Oil&Gas;;28.3;49.6;2019;Marjan is an oil and gas field located in the Arabian Gulf, off the coast of Saudi Arabia. The field was discovered in 1968 and the development of the field began in 2019. The field is operated by Saudi Aramco and contains estimated reserves of more than 21 billion barrels of oil and 16.2 trillion cubic feet of natural gas.;Saudi Aramco;Saudi Aramco;;
Safaniya YTF Concession;Saudi-Arabia;18.0;Oil&Gas;New project;27.1;49.2;1967;The Safaniya YTF Concession is a large oilfield located in the Persian Gulf, off the coast of Saudi Arabia. It was first discovered in 1967 and is the world’s largest offshore field, with estimated reserves of over 35 billion barrels of crude oil. The concession is operated by Saudi Aramco, the world’s largest oil producer.;Saudi Aramco;Saudi Aramco;;
Harmaliyah;Saudi-Arabia;10.0;Oil&Gas;;28.7;38.9;1975;Harmaliyah is an oil-producing field located in the southern part of Saudi Arabia, about 100 kilometers south of the city of Dammam. This field is part of the world’s largest oil field known as Ghawar. The field was discovered in 1975 and is operated by Saudi Aramco. The oil production began in 1976 and the field is expected to produce until 2040.;Saudi Aramco;Saudi Aramco;;
Safaniya;Saudi-Arabia;119.0;Oil&Gas;;27.7;49.8;1957;Safaniya is an oil field located in the Persian Gulf off the coast of Saudi Arabia. It is the largest offshore oil field in the world, with an estimated production capacity of 1.2 million barrels per day. It was discovered in 1957 and has been producing since 1962. The field is operated by Saudi Aramco and is estimated to contain around 35 billion barrels of oil.;Saudi Aramco;Saudi Aramco;;
Central Arabian Offshore;Saudi-Arabia;69.0;Oil&Gas;New project;20.0;39.6;1999;The Central Arabian Offshore project is an offshore oil and gas exploration project located in Saudi Arabia in the Red Sea. It was launched in 1999 as a joint venture between Saudi Aramco and the Saudi government to develop and exploit a number of offshore fields in the area. The project is expected to provide up to 3 billion barrels of oil equivalent in its lifetime.;Saudi Aramco;Saudi Aramco;;
Ghawar Haradh;Saudi-Arabia;70.0;Oil&Gas;;25.6;44.8;1956;Ghawar Haradh is a supergiant oil field located in Saudi Arabia. Discovered in 1956, it has an estimated 70 billion barrels of original oil in place. The field is operated by Saudi Aramco and is the largest conventional oilfield in the world, with an estimated original oil in place of 70 billion barrels.;Saudi Aramco;Saudi Aramco;;
Ghawar Shedgum;Saudi-Arabia;57.0;Oil&Gas;;24.8;44.0;1948;Ghawar Shedgum is a large oil field in Saudi Arabia located in the Eastern Province. It was discovered in 1948 and was then considered the largest oil field in the world. The field is estimated to have a remaining reserve of about 70 billion barrels of oil and is still producing over 5 million barrels a day. It is operated by Saudi Aramco and is an important part of the Saudi economy.;Saudi Aramco;Saudi Aramco;;
Ghawar Hawiyah;Saudi-Arabia;46.0;Oil&Gas;;25.8;47.2;1948;Ghawar Hawiyah is the world's largest conventional oil field, located in Saudi Arabia. It is estimated to contain around 70 billion barrels (11.0×10^9 m3) of remaining reserves and has produced over 50 billion barrels (7.9×10^9 m3) of crude oil since its discovery in 1948. It is operated by Saudi Aramco and is the primary source of crude oil for the country.;Saudi Aramco;Saudi Aramco;;
Khursaniyah;Saudi-Arabia;24.0;Oil&Gas;;25.7;50.1;2006;Khursaniyah is an oil and gas project located in the Eastern Province of Saudi Arabia. The project began in 2006 and was developed by a joint venture between Royal Dutch Shell, Saudi Aramco, and Total. It consists of a 400,000 barrels per day (bpd) oil production plant, two gas/oil separation plants, and two gas processing facilities. The project also includes an export pipeline to the Ras Tanura Port.;Royal Dutch Shell,Saudi Aramco,Total;Royal Dutch Shell,Saudi Aramco,Total;;
Khurais project;Saudi-Arabia;76.0;Oil&Gas;;23.5;45.1;2009;The Khurais Project is an oil and gas development program in Saudi Arabia owned and operated by Saudi Aramco. The project includes the development of a 500,000 barrels-per-day (bpd) oil field, the construction of an oil processing facility, and the construction of a natural gas liquids (NGL) production facility with a capacity of 500 million cubic feet per day (MMcfd). The project is expected to help Saudi Arabia meet its growing energy demand by providing additional production capacity for both oil and natural gas.;Saudi Aramco;Saudi Aramco;;
Ghawar Ain Dar S;Saudi-Arabia;14.0;Oil&Gas;;24.7;38.1;1948;Ghawar Ain Dar S is an oil and gas field located in the eastern part of Saudi Arabia. It is the world's largest onshore oil field and has been producing oil since 1948. It is estimated to hold around 75 billion barrels of oil and is operated by Saudi Aramco.;Saudi Aramco;Saudi Aramco;;
Sudair Shale;Saudi-Arabia;10.0;Oil&Gas;New project;27.9;46.6;2011;The Sudair Shale project is a joint venture between Saudi Aramco and Total located in the Rub Al-Khali desert in Saudi Arabia. The project focuses on exploiting the abundant tight oil and gas reserves located in the Sudair shale formation and is expected to produce up to 4 million barrels of oil equivalent per day. The project is expected to be completed in 2020.;Saudi Aramco,Total;Saudi Aramco,Total;;
Ghawar Uthmaniyah;Saudi-Arabia;192.0;Oil&Gas;;25.5;49.5;1938;Ghawar Uthmaniyah is an oil field located in the eastern province of Saudi Arabia. It is the world's largest onshore oil field and the second largest conventional oil field in the world. It has been producing oil since 1938 and is estimated to contain over 70 billion barrels of oil reserves. The field was discovered by the Arabian American Oil Company in 1938 and production began in 1941.;Arabian American Oil Company;Arabian American Oil Company;;
Shaybah;Saudi-Arabia;43.0;Oil&Gas;;25.0;49.8;1998;The Shaybah field is a large onshore oil field in the Empty Quarter of Saudi Arabia, located about 1350 km southeast of Dhahran in the Rub' al Khali desert, on the border with the United Arab Emirates. Discovered in 1968, Shaybah has reserves of about 15.2 billion barrels of oil, and produces around 750,000 barrels per day. Development of the field began in 1998 and it was officially inaugurated in May 1999. The field is operated by Saudi Aramco.;Saudi Aramco;Saudi Aramco;;
Kolubara Mine Complex;Serbia;25.0;Coal;;44.6;20.2;1984;The Kolubara Mine Complex is a large open-pit lignite coal mine located in Serbia, in the Kolubara Basin. The project began in 1984 and currently produces 12-15 million tons of coal per year. The mine is owned and operated by Elektroprivreda Srbije, the state-owned energy company.;Elektroprivreda Srbije;Elektroprivreda Srbije;;
New Largo Coal Mine;South Africa;14.0;Coal;New project;-26.8;28.9;2018;The New Largo Coal Mine is a large open-cast coal mine located in South Africa's Mpumalanga province. Owned by South32, the mine produces 6.1 million tonnes of coal per year and is the largest producer of thermal coal in South Africa. The mine supplies coal to the nearby Kendal Power Station, an Eskom-owned power plant with a capacity of 4,764 megawatts.;South32;South32;;
Collingham Shale;South Africa;18.0;Oil&Gas;New project;-26.3;28.2;2015;The Collingham Shale project was a joint venture between Shell and Chevron which aimed to exploit shale gas in the Karoo region of South Africa. The project was initiated in 2015 with the aim of exploring the potential of the Collingham shale formation and assessing the potential for commercial shale gas production. Shell and Chevron have since withdrawn from the project, due to the low natural gas prices in South Africa.;Shell,Chevron;Shell,Chevron;;
Boikarabelo Coal Mine;South Africa;24.0;Coal;New project;-25.6;27.7;2017;The Boikarabelo Coal Mine is a proposed coal mine near the town of Lephalale in Limpopo, South Africa. The project was initially proposed in 2011 and was expected to produce up to 5.5 million tons of coal per year for a period of 30-40 years. It is operated by Resource Generation Limited, a South African coal mining and power generation company.;Resource Generation Limited;Resource Generation Limited;;
Grootegeluk Coal Mine;South Africa;69.0;Coal;;-24.8;28.4;1981;The Grootegeluk Coal Mine is located near Lephalale in the Limpopo Province of South Africa. It is one of the largest open-cast coal mines in the world, with a total coal reserve estimated at approximately 5.3 billion tonnes. The mine extracts coal from the Waterberg Coalfield and produces approximately 30 million tonnes of coal per year. The mine is operated by Exxaro Resources, a South African-based energy and mining company.;Exxaro Resources;Exxaro Resources;;
Paardekop Coal Mine;South Africa;17.0;Coal;New project;-26.8;29.0;2008;The Paardekop Coal Mine is a coal mine located in the Mpumalanga Province, South Africa. It is owned and operated by Exxaro Resources, South Africa’s largest coal producer. The mine produces over 8 million tonnes of coal a year and supplies primarily the local power stations with coal.;Exxaro Resources;Exxaro Resources;;
Bernice-Cygnus Coal Mine;South Africa;11.0;Coal;New project;-25.9;28.1;2003;The Bernice-Cygnus Coal Mine is an open-pit coal mining operation in the Mpumalanga province of South Africa. The mine is located about 100 kilometres south-east of Johannesburg and was established in 2003. The mine produces coal for electricity generation and industrial use.;South African Coal Mining Holdings (SACMH),Exxaro Resources;South African Coal Mining Holdings (SACMH),Exxaro Resources;;
Greater Soutpansberg Coal Project;South Africa;28.0;Coal;New project;-23.2;30.7;2019;The Greater Soutpansberg Coal Project is a coal mining development located in the Waterberg District Municipality of the Limpopo Province of South Africa. The project involves the construction of a coal mine and associated infrastructure, as well as the construction of a coal beneficiation plant. The project is expected to produce up to 9 million tons of coal annually for the next 20 years, providing energy for the region.;Soutpansberg Coal SA (Pty) Ltd.;Soutpansberg Coal SA (Pty) Ltd.;;
Tanf Shale;Syria;14.0;Oil&Gas;New project;34.0;38.7;2010;The Tanf Shale project is a large-scale shale gas exploration and exploitation project in Syria. It began in 2010 and is operated by the Syrian Petroleum Company. The project is expected to contribute to the nation's energy security and economic development.;Syrian Petroleum Company;Syrian Petroleum Company;;
Tanzanian Coastal Offshore;Tanzania;10.0;Oil&Gas;New project;-6.7;39.2;2005;The Tanzanian Coastal Offshore project is a major offshore deepwater oil and gas exploration and production project located in the Indian Ocean, off the coast of Tanzania. The project was initiated in 2005, with the goal of exploiting the large deposits of offshore oil and gas reserves from the Tanzanian Continental Shelf. The project is currently operated by a consortium of major oil and gas companies, including ExxonMobil, Chevron, and Total.;ExxonMobil,Chevron,Total;ExxonMobil,Chevron,Total;;
Afşin-Elbistan Coal Mine;Turkey;41.0;Coal;;37.7;36.2;1978;The Afşin-Elbistan coal mine is one of the largest coal mines in Turkey, located in the Afşin district of Kahramanmaraş Province. The mine has been in operation since 1978 and is owned and operated by the Turkish State Coal Enterprise (TKİ). It has an annual production capacity of 10 million tonnes of lignite (brown coal) and is the largest producer of thermal coal in the country.;Turkish State Coal Enterprise (TKİ);Turkish State Coal Enterprise (TKİ);;
Yolotan (Iolotan) South;Turkmenistan;95.0;Oil&Gas;;38.7;61.9;2006;Yolotan (Iolotan) South gas field is a large natural gas field located in the Ahal Province, Turkmenistan. The field was discovered in 2006 and the production started in 2006. The total proven reserves of the Yolotan (Iolotan) South gas field are around 21 trillion cubic feet (590 km³). The field is operated by the a subsidiary of the state-owned Turkmengaz.;Turkmengaz;Turkmengaz;;
Yashlar Vostochnyy (East);Turkmenistan;21.0;Oil&Gas;New project;40.5;52.9;2015;The Yashlar Vostochnyy (East) project is an onshore oil field located in the eastern part of the Yashlar oil and gas region in Turkmenistan. It was developed by the state-owned company Turkmengaz, and the project's main objectives are to increase the production of oil and gas and to optimize the extraction of crude oil. The project includes the construction of production facilities and drilling of additional wells to increase the production of crude oil.;Turkmengaz;Turkmengaz;;
Dovletabad-Donmez;Turkmenistan;16.0;Oil&Gas;;38.2;59.6;2019;The Dovletabad-Donmez project involves the construction of two new gas fields in Turkmenistan's Mary province. The project is designed to increase the country's natural gas production by 1.7 billion cubic meters per year, and to supply the planned Turkmenistan–Afghanistan–Pakistan–India (TAPI) pipeline. The project includes the construction of two new gas fields, Dovletabad and Donmez, as well as the installation of gas processing facilities, gas pipelines, and other associated infrastructure.;Turkmengaz and China National Petroleum Corporation (CNPC);Turkmengaz and China National Petroleum Corporation (CNPC);;
Menilite Shale;Ukraine;17.0;Oil&Gas;New project;50.4;31.3;2017;Menilite Shale is a large oil and gas project located in Ukraine, operated by Shell and Naftogaz. The project was launched in 2017 with the aim of increasing Ukraine's energy independence, and to develop the country's shale gas and tight oil resources. The project is expected to produce an estimated 10 billion cubic metres of gas and 2 million tonnes of oil per year.;Shell and Naftogaz;Shell and Naftogaz;;
Asab;United Arab Emirates;14.0;Oil&Gas;;24.1;54.6;1980;Asab is a major oilfield located in the emirate of Abu Dhabi, United Arab Emirates. The field is operated by Abu Dhabi National Oil Company (ADNOC) and covers an area of approximately 550 square kilometers. Asab was discovered in the late 1950s and has been producing oil since 1980. The field is estimated to have around 8 billion barrels of oil reserves and produces around 500,000 barrels of oil a day.;Abu Dhabi National Oil Company (ADNOC);Abu Dhabi National Oil Company (ADNOC);;
Umm Shaif/Nasr;United Arab Emirates;19.0;Oil&Gas;;25.2;55.8;1977;Umm Shaif/Nasr is a major offshore oilfield located in the Persian Gulf, off the coast of Abu Dhabi, United Arab Emirates. It is the largest offshore oilfield in the Emirates. The field was discovered in 1977 and production began in 1980. It includes the Nasr field which was discovered in 1980 and the Umm Shaif field which was discovered in 1978. The two fields are connected by a pipeline and are operated jointly by the Abu Dhabi National Oil Company (ADNOC).;Abu Dhabi National Oil Company (ADNOC);Abu Dhabi National Oil Company (ADNOC);;
Bab (Gasco);United Arab Emirates;17.0;Oil&Gas;;;;;;;;;
Lower Zakum;United Arab Emirates;24.0;Oil&Gas;;24.1;52.9;1978;Lower Zakum is an offshore oil field located in the Arabian Gulf, off the coast of Abu Dhabi, United Arab Emirates. It is the fourth largest oil field in the world by production and it is operated by Abu Dhabi National Oil Company (ADNOC). The field was discovered in 1963 and production began in 1978.;Abu Dhabi National Oil Company (ADNOC);Abu Dhabi National Oil Company (ADNOC);;
Bu Hasa;United Arab Emirates;49.0;Oil&Gas;;24.1;54.6;1971;Bu Hasa is an oilfield located in the Abu Dhabi Emirate of the United Arab Emirates. The field was discovered in 1971 and is operated by Abu Dhabi National Oil Company (ADNOC). It has an estimated 1.6 billion barrels of recoverable oil reserves.;Abu Dhabi National Oil Company (ADNOC);Abu Dhabi National Oil Company (ADNOC);;
Bab;United Arab Emirates;42.0;Oil&Gas;;24.7;54.8;2014;Bab is an oil and gas exploitation project located off the coast of the United Arab Emirates. The project was initiated in 2014, and is owned and operated by Abu Dhabi National Oil Company (ADNOC). The project is designed to increase oil and gas production and help meet the country’s increasing energy needs.;Abu Dhabi National Oil Company (ADNOC);Abu Dhabi National Oil Company (ADNOC);;
Upper Zakum;United Arab Emirates;64.0;Oil&Gas;;24.0;54.4;1977;Upper Zakum is an oil field located 84 km off the coast of Abu Dhabi, United Arab Emirates in the Persian Gulf. It was discovered in 1963 and began production in 1977. It is operated by the Abu Dhabi National Oil Company (ADNOC) and its partners, the Japan Oil Development Company and ExxonMobil. The oil field has an estimated 4 billion barrels of oil reserves and is the second largest offshore oil field in the world.;Abu Dhabi National Oil Company (ADNOC),Japan Oil Development Company,ExxonMobil;Abu Dhabi National Oil Company (ADNOC),Japan Oil Development Company,ExxonMobil;;
Bowland Shale;United Kingdom;15.0;Oil&Gas;New project;54.2;-2.7;2014;Bowland Shale is an onshore oil and gas exploration project in the United Kingdom. It is owned by Cuadrilla Resources and is located in Lancashire, northwest England. The project is located onshore and is targeting a shale gas resource that is estimated to contain 200 trillion cubic feet of gas. The project commenced operations in 2014 and has since been the subject of much controversy due to the potential environmental impacts of the project.;Cuadrilla Resources;Cuadrilla Resources;;
Cumberland Coal Mine;United States;19.0;Coal;;39.9;-81.6;1968;The Cumberland Coal Mine is a surface coal mine located in Belmont County, Ohio, United States. The Cumberland Coal Mine is operated by the Ohio Valley Coal Company, a subsidiary of Murray Energy Corporation. It produces about 4 million tons of coal a year and employs about 375 people.;Ohio Valley Coal Company,Murray Energy Corporation;Ohio Valley Coal Company,Murray Energy Corporation;;
Eagle Ford Shale;United States;59.0;Oil&Gas;;28.5;-99.4;2008;Eagle Ford Shale is an oil and gas exploration project located in South Texas. The project was launched by a group of companies in 2008 and is one of the largest oil and gas shale plays in the US. The project has been a major contributor to US energy production and has helped create thousands of jobs in the region.;ConocoPhillips,Marathon Oil,EOG Resources;ConocoPhillips,Marathon Oil,EOG Resources;;
Anadarko Shelf_Oklahoma;United States;18.0;Oil&Gas;;36.3;-97.3;1988;The Anadarko Shelf is a series of oil and gas fields located in the Anadarko Basin in western Oklahoma. The fields are operated by a number of different companies, including Anadarko Petroleum Corporation, Devon Energy, and Chesapeake Energy, and the area has been a major source of production since 1988.;Anadarko Petroleum Corporation,Devon Energy,Chesapeake Energy;Anadarko Petroleum Corporation,Devon Energy,Chesapeake Energy;;
Meramec Shale;United States;24.0;Oil&Gas;;39.0;-91.1;2009;The Meramec Shale is a geological shale formation located in the Midwestern United States. It is located in parts of Kentucky, Missouri, Oklahoma, and Arkansas. The formation is one of the most targeted formations for shale oil and shale gas production due to its high natural gas content. It was first targeted for production in 2009 and has seen steady growth in production since then.;ExxonMobil,Chesapeake Energy,PetroChina;ExxonMobil,Chesapeake Energy,PetroChina;;
North Antelope Rochelle Coal Mine;United States;29.0;Coal;;43.5;-107.9;1999;The North Antelope Rochelle Mine is a surface coal mining operation located in the Powder River Basin of Wyoming. It is owned and operated by Peabody Energy, the largest coal company in the United States. The mine opened in 1999 and is the largest coal mine in the world, producing over 100 million tons of coal annually.;Peabody Energy;Peabody Energy;;
Permian Delaware Tight;United States;278.0;Oil&Gas;;31.7;-103.6;2017;The Permian Delaware Tight is a large-scale oil and gas exploration project located in the Delaware Basin of the Permian Basin, in the US state of Texas. The project is a joint venture between ExxonMobil, Chevron, Occidental Petroleum and a number of other smaller players. The project aims to exploit the tight oil and gas deposits in the area, which have been estimated to contain up to 50 billion barrels of oil and gas. The project includes the development of multiple well pads and associated infrastructure, such as pipelines and processing facilities.;ExxonMobil,Chevron,Occidental Petroleum;ExxonMobil,Chevron,Occidental Petroleum;;
PRB Tight Oil;United States;28.0;Oil&Gas;;43.0;-104.9;2013;PRB Tight Oil is a large tight oil exploration and production project located in the Powder River Basin of Wyoming, USA. The project started in 2013 with the aim of extracting crude oil from shale rock formations. It is owned and operated by several major oil companies including Chevron, ExxonMobil and Anadarko.;Chevron,ExxonMobil,Anadarko;Chevron,ExxonMobil,Anadarko;;
North Slope Onshore;United States;20.0;Oil&Gas;New project;68.4;-151.3;1968;The North Slope onshore project is an oil and gas exploitation project located in Alaska, USA. It was first developed in 1968 by Atlantic Richfield Company (ARCO) and is now owned by a consortium of companies including BP, ConocoPhillips and ExxonMobil.;Atlantic Richfield Company (ARCO),BP,ConocoPhillips,ExxonMobil;Atlantic Richfield Company (ARCO),BP,ConocoPhillips,ExxonMobil;;
Black Thunder Coal Mine;United States;14.0;Coal;;44.1;-106.1;1977;Black Thunder Coal Mine is located in the Powder River Basin of Wyoming, and is the largest coal mine in the United States. The mine was opened in 1977 and is owned and operated by Thunder Basin Coal Company, a subsidiary of Arch Coal. It produces over 108 million short tons of coal annually, making it the second-largest coal producing mine in the world.;Thunder Basin Coal Company,a subsidiary of Arch Coal;Thunder Basin Coal Company,a subsidiary of Arch Coal;;
DJ Basin Tight Oil;United States;59.0;Oil&Gas;;41.1;-103.6;2010;The DJ Basin Tight Oil Project is an oil exploitation project in the Denver-Julesburg Basin of Colorado and Wyoming in the United States. It consists of a network of horizontal wells, hydraulic fracturing and other technologies to access and extract tight oil from deep shale formations. The project began in 2010, and has since been a major source of oil production in the United States.;Anadarko Petroleum Corporation,Encana Corporation,Noble Energy Inc.;Anadarko Petroleum Corporation,Encana Corporation,Noble Energy Inc.;;
