Carbon_bomb_name_source_CB,Country_source_CB,World_region,Potential_GtCO2_source_CB,Fuel_type_source_CB,GEM_id_source_GEM,GEM_url_source_GEM,Latitude,Longitude,Latitude_longitude_source,Operators_source_GEM,Parent_company_source_GEM,Companies_involved_source_GEM,Multiple_unit_concerned_source_GEM,Carbon_bomb_description,Carbon_bomb_start_year,Status_source_CB,Status_source_GEM,Status_lvl_1,Status_lvl_2
Anjialing Open-Pit Mine,China,Asia,1.04461104,Coal,M0165,https://www.gem.wiki/Anjialing_open-pit_mine,39.449488,112.360569,GEM,China Coal Pingshuo Group,China Coal (57.0%);HKSCC Nominees Limited (30.0%);Others (13.0%),China Coal (57.0%);HKSCC Nominees Limited (30.0%);Others (13.0%),,"安家岭露天煤矿 安家岭煤矿项目位于国家规划的晋北煤炭大基地平朔矿区内,生产能力为3000万吨。",No start year available,operating,operating,operating,operating
Antaibao Surface Mine,China,Asia,1.19837388,Coal,M0166,https://www.gem.wiki/Antaibao_open-pit_mine,39.474754,112.311939,GEM,China Coal Pingshuo Group,China Coal (57.0%);HKSCC Nominees Limited (30.0%);Others (13.0%),China Coal (57.0%);HKSCC Nominees Limited (30.0%);Others (13.0%),,安太堡露天矿 平朔安太堡露天煤矿隶属中国中煤能源集团有限公司，位于朔州市区与平鲁区交界处，生产能力为2200万吨/年。,No start year available,operating,operating,operating,operating
Arctic LNG 2 T1-3,Russia,Europe,1.475579089,Oil&Gas,No informations available on GEM,No informations available on GEM,64.5955569526074,97.68380537733007,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Area 1 LNG (T1&T2),Mozambique,Africa,1.006654597,Oil&Gas,OG0017497,https://www.gem.wiki/Area_4_Gas_Block_(Mozambique),-10.9158,41.1154,GEM,Mozambique Rovuma Venture,No informations on company (100.0%),Mozambique Rovuma Venture (100.0%),,Block Area 4 (nan) is a block in Mozambique.,No start year available,not started,,not started,not started
Area-1 Future Phases,Mozambique,Africa,1.022724356,Oil&Gas,OG0017496,https://www.gem.wiki/Area_1_Gas_Block_(Mozambique),-10.9704,40.8465,GEM,TotalEnergies,No informations on company (100.0%),TotalEnergies (100.0%),,Block Area 1 (nan) is a block in Mozambique.,2023,not started,,not started,not started
Arshanovsky Coal Mine,Russia,Europe,1.708476,Coal,M0771,https://www.gem.wiki/Arshanovsky_coal_mine,53.398991,91.095886,GEM,Razrez Arshanovsky,Rutek Alliance (100.0%),Rutek Alliance (100.0%),,"Arshanovsky coal mine (Аршановский разрез) is an operating surface coal mine, near the village of Arshanovo, Khakassia Republic, Russia.",2025,operating,operating,operating,operating
Asab,United Arab Emirates,Asia,1.373231334,Oil&Gas,OG0012265,https://www.gem.wiki/Bu_HasaShahAsab_Oil_and_Gas_Concession_(United_Arab_Emirates),23.464524356836776,53.26064957751979,GEM,,No informations on company (100.0%),No informations on company (100.0%),,Bu Hasa/Shah/Asab Concession is an operating oil and gas concession in the United Arab Emirates.,No start year available,operating,operating,operating,operating
Athabasca Oil Sands Project,Canada,North America,1.355853264,Oil&Gas,OG0009302|OG0009314|OG0009322|OG0009330|OG0009332|OG0009337|OG0009365|OG0009409|OG0009423|OG0009425|OG0009440|OG0009456|OG0009532|OG0009535|OG0009537|OG0009558|OG0009563|OG0009570|OG0009596|OG0009616|OG0009619|OG0009620|OG0009622|OG0009623|OG0009624|OG0009625|OG0009626|OG0009627|OG0009628|OG0009629|OG0009630,"https://www.gem.wiki/Athabasca_Area_-_Scheme_10097GGG_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_10423Y_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_10587S_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_10773EEE_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_10787R_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_10935AA_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_11387G_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_11715R_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_11888F_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_11910H_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_12218R_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_12471O_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_8668FFF_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_8788P_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_8870KKKK_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_9426VV_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_9485FFF_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_9673Q_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_12572D_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_9404X_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_10419GG_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_11475II_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_8591SSS_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_8623GGGG_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_9241H_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_9752I_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_8512M_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_10781P_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_10829K_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_9756J_Oil_Sands_Project_(Alberta,_Canada)|https://www.gem.wiki/Athabasca_Area_-_Scheme_8535N_Oil_Sands_Project_(Alberta,_Canada)",55.529,-110.925,GEM,Canadian Natural Resources Limited (¹)|Canadian Natural Resources Limited|Connacher Oil And Gas Limited|MEG Energy Corp.|Canadian Natural Resources Limited|Athabasca Oil Corporation|Harvest Operations Corp.|PetroChina Canada Ltd|Athabasca Oil Corporation|Japan Canada Oil Sands Limited|Deltastream Energy Corporation|Spur Petroleum Ltd|Suncor Energy Inc.|Greenfire Hangingstone Operating Corporation|Suncor Energy Inc.|ConocoPhillips Canada Resources Corp.|CNOOC Petroleum North America ULC|Canadian Natural Resources Limited|Cenovus Energy Inc.|Canadian Natural Resources Limited|Husky Oil Operations Limited|Canadian Natural Resources Limited|Cenovus Energy Inc.|Cenovus Energy Inc.|Fort Hills Energy Corporation|Canadian Natural Resources Limited|Canadian Natural Upgrading Limited|Syncrude Canada Limited|Imperial Oil Resources Ventures Limited|Canadian Natural Upgrading Limited|Suncor Energy Inc.,None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Suncor Energy Inc. (54.1%);TotalEnergies (24.6%);Teck Resources (21.3%)|Canadian Natural Resources Limited (100.0%)|Canadian Natural Resources Limited (70.0%);Chevron Corporation (20.0%);Shell plc (10.0%)|Suncor (58.7%);Imperial Oil Resources Limited (25.0%);Sinopec Oil Sands Partnership (9.0%);CNOOC Oil Sands Canada (7.2%);Others (0.09999999999999432%)|ExxonMobil Corporation (78.4%);Others (21.599999999999994%)|Canadian Natural Resources Limited (70.0%);Chevron Corporation (20.0%);Shell plc (10.0%)|Suncor Energy Inc. (100.0%),None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Suncor Energy Inc. (54.1%);TotalEnergies (24.6%);Teck Resources (21.3%)|Canadian Natural Resources Limited (100.0%)|Canadian Natural Resources Limited (70.0%);Chevron Corporation (20.0%);Shell plc (10.0%)|Suncor (58.7%);Imperial Oil Resources Limited (25.0%);Sinopec Oil Sands Partnership (9.0%);CNOOC Oil Sands Canada (7.2%);Others (0.09999999999999432%)|ExxonMobil Corporation (78.4%);Others (21.599999999999994%)|Canadian Natural Resources Limited (70.0%);Chevron Corporation (20.0%);Shell plc (10.0%)|Suncor Energy Inc. (100.0%),Athabasca Area - Scheme 10097GGG Oil Sands|Athabasca Area - Scheme 10423Y Oil Sands|Athabasca Area - Scheme 10587S Oil Sands|Athabasca Area - Scheme 10773EEE Oil Sands|Athabasca Area - Scheme 10787R Oil Sands|Athabasca Area - Scheme 10935AA Oil Sands|Athabasca Area - Scheme 11387G Oil Sands|Athabasca Area - Scheme 11715R Oil Sands|Athabasca Area - Scheme 11888F Oil Sands|Athabasca Area - Scheme 11910H Oil Sands|Athabasca Area - Scheme 12218R Oil Sands|Athabasca Area - Scheme 12471O Oil Sands|Athabasca Area - Scheme 8668FFF Oil Sands|Athabasca Area - Scheme 8788P Oil Sands|Athabasca Area - Scheme 8870KKKK Oil Sands|Athabasca Area - Scheme 9426VV Oil Sands|Athabasca Area - Scheme 9485FFF Oil Sands|Athabasca Area - Scheme 9673Q Oil Sands|Athabasca Area - Scheme 12572D Oil Sands|Athabasca Area - Scheme 9404X Oil Sands|Athabasca Area - Scheme 10419GG Oil Sands|Athabasca Area - Scheme 11475II Oil Sands|Athabasca Area - Scheme 8591SSS Oil Sands|Athabasca Area - Scheme 8623GGGG Oil Sands|Athabasca Area - Scheme 9241H Oil Sands|Athabasca Area - Scheme 9752I Oil Sands|Athabasca Area - Scheme 8512M Oil Sands|Athabasca Area - Scheme 10781P Oil Sands|Athabasca Area - Scheme 10829K Oil Sands|Athabasca Area - Scheme 9756J Oil Sands|Athabasca Area - Scheme 8535N Oil Sands,No description available,No start year available,operating,operating,operating,operating
Austin Chalk Tight,United States,North America,1.392828065,Oil&Gas,OG0014341|OG0014357|OG0014410|OG0014491|OG0014518|OG0014612|OG0014615|OG0014614|OG0014713|OG0014918|OG0014980|OG0014998|OG0015052|OG0015057|OG0015056|OG0015130|OG0015219|OG0015261|OG0015474|OG0015628|OG0015651|OG0015662|OG0015740|OG0016033|OG0016059|OG0016091|OG0016226|OG0016272|OG0016476|OG0016485|OG0016497|OG0016565|OG0016636|OG0016693|OG0016845|OG0016846|OG0016848,"https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_BHP_Billiton_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Blackbrush_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_BPX_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Burlington_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Double_A_Wells,_N_(Austin_Chalk)_-_BXP_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk,_Gas)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk-3)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Pearsall_(Austin_Chalk)_-_CML_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Devon_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_El_Toro_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Encana_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_EOG_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk,_Gas)_-_EOG_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Hawkville_(Austin_Chalk)_-_EOG_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Equinor_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk,_Gas)_-_Geosouthern_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Gulftex_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Inpex_Eagle_Ford_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Magnolia_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Marathon_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_Matador_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Murphy_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk,_Gas)_-_Ramtex_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Repsol_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Brookeland_(Austin_Chalk,_8800)_-_RKI_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk-3)_-_Sheridan_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_SM_Energy_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk-3)_-_Treadstone_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Pearsall_(Austin_Chalk)_-_Trinity_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk-3)_-_U._S._Operating_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk,_Gas)_-_Verdun_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk-3)_-_WCS_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Austin_Chalk-3)_-_Wildhorse_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Brookeland_(Austin_Chalk,_8800)_-_Zarvona_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Magnolia_Springs_(Austin_Chalk)_-_Zarvona_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Double_A_Wells,_N_(Austin_Chalk)_-_Zarvona_Oil_and_Gas_Asset_(Texas,_United_States)",28.92972472,-97.88333661,GEM,BHP Billiton|Blackbrush|BPX Operating|Burlington Resources|BXP Operating|Chesapeake Operating|Chesapeake Operating|Chesapeake Operating|CML Exploration|Devon Energy|El Toro Resources|Encana Oil & Gas|EOG Resources|EOG Resources|EOG Resources|Equinor Energy|Geosouthern Energy|Gulftex Energy|Inpex Eagle Ford|Magnolia Oil & Gas Operating|Marathon Oil Company|Matador Production Company|Murphy E&P. Company|Ramtex Energy|Repsol Oil & Gas|Rki Energy Resources|Sheridan Production Company|SM Energy Company|Treadstone Energy|Trinity Operating (USG)|U. S. Operating|Verdun Oil & Gas|WCS Oil & Gas Corporation|Wildhorse Resources|Zarvona Energy|Zarvona Energy|Zarvona Energy,None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%),BHP Billiton (100.0%)|Blackbrush (100.0%)|BPX Operating (100.0%)|Burlington Resources (100.0%)|BXP Operating (100.0%)|Chesapeake Operating (100.0%)|Chesapeake Operating (100.0%)|Chesapeake Operating (100.0%)|CML Exploration (100.0%)|Devon Energy (100.0%)|El Toro Resources (100.0%)|Encana Oil & Gas (100.0%)|EOG Resources (100.0%)|EOG Resources (100.0%)|EOG Resources (100.0%)|Equinor Energy (100.0%)|Geosouthern Energy (100.0%)|Gulftex Energy (100.0%)|Inpex Eagle Ford (100.0%)|Magnolia Oil & Gas Operating (100.0%)|Marathon Oil Company (100.0%)|Matador Production Company (100.0%)|Murphy E&P. Company (100.0%)|Ramtex Energy (100.0%)|Repsol Oil & Gas (100.0%)|Rki Energy Resources (100.0%)|Sheridan Production Company (100.0%)|SM Energy Company (100.0%)|Treadstone Energy (100.0%)|Trinity Operating (USG) (100.0%)|U. S. Operating (100.0%)|Verdun Oil & Gas (100.0%)|WCS Oil & Gas Corporation (100.0%)|Wildhorse Resources (100.0%)|Zarvona Energy (100.0%)|Zarvona Energy (100.0%)|Zarvona Energy (100.0%),"Sugarkane (Austin Chalk) - BHP Billiton|Sugarkane (Austin Chalk) - Blackbrush|Sugarkane (Austin Chalk) - BPX|Sugarkane (Austin Chalk) - Burlington|Double A Wells, N (Austin Chalk) - BXP|Giddings (Austin Chalk, Gas) - Chesapeake|Lorenzo (Austin Chalk) - Chesapeake|Giddings (Austin Chalk-3) - Chesapeake|Pearsall (Austin Chalk) - CML|Sugarkane (Austin Chalk) - Devon|Lorenzo (Austin Chalk) - El Toro|Sugarkane (Austin Chalk) - Encana|Sugarkane (Austin Chalk) - EOG|Giddings (Austin Chalk, Gas) - EOG|Hawkville (Austin Chalk) - EOG|Sugarkane (Austin Chalk) - Equinor|Giddings (Austin Chalk, Gas) - Geosouthern|Sugarkane (Austin Chalk) - Gulftex|Sugarkane (Austin Chalk) - Inpex Eagle Ford|Sugarkane (Austin Chalk) - Magnolia|Sugarkane (Austin Chalk) - Marathon|Lorenzo (Austin Chalk) - Matador|Sugarkane (Austin Chalk) - Murphy|Giddings (Austin Chalk, Gas) - Ramtex|Sugarkane (Austin Chalk) - Repsol|Brookeland (Austin Chalk, 8800) - RKI|Giddings (Austin Chalk-3) - Sheridan|Lorenzo (Austin Chalk) - SM Energy|Giddings (Austin Chalk-3) - Treadstone|Pearsall (Austin Chalk) - Trinity|Giddings (Austin Chalk-3) - U. S. Operating|Giddings (Austin Chalk, Gas) - Verdun|Giddings (Austin Chalk-3) - WCS|Giddings (Austin Chalk-3) - Wildhorse|Brookeland (Austin Chalk, 8800) - Zarvona|Magnolia Springs (Austin Chalk) - Zarvona|Double A Wells, N (Austin Chalk) - Zarvona",No description available,No start year available,operating,operating,operating,operating
Azadegan,Iran,Asia,2.278016459,Oil&Gas,OG0012170,https://www.gem.wiki/Azadegan_North_Oil_Field_(Iran),31.1613,47.7945,GEM,Arvandan Oil and Gas Company,China National Petroleum Corporation (100.0%),China National Petroleum Corporation (100.0%),,Azadegan North Field is an operating oil field in Iran.,2016,operating,operating,operating,operating
BIB Coal Mine,Indonesia,Asia,1.07342739,Coal,M0661,https://www.gem.wiki/Boneo_Indobara_coal_mine,-3.700239,115.559833,GEM,Boneo Indobara,Golden Energy Mines (100.0%),Golden Energy Mines (100.0%),,"The Boneo Indobara (BIB) coal mine is an opencast mine, operated by PT Boneo Indobara, a subsidiary of Golden Energy Mines, in Kusan Hulu, Tanah Bumbu, South Kalimantan, Indonesia.",No start year available,operating,operating,operating,operating
Ba Leng Coal Mine,China,Asia,1.071360893,Coal,M0167,https://www.gem.wiki/Ba_Leng_coal_mine,38.474786,106.668299,GEM,Etuoke Qianqi Hengyuan Investment Industrial Company,Jinneng Group (100.0%),Jinneng Group (100.0%),,巴愣煤矿，建设地点位于内蒙古自治区鄂尔多斯市鄂托克前旗，矿井建设规模为800万吨/年。,No start year available,not started,proposed,proposed,not started
Bab,United Arab Emirates,Asia,4.197033055,Oil&Gas,No informations available on GEM,No informations available on GEM,24.0972397852162,54.01813475103998,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Bab (Gasco),United Arab Emirates,Asia,1.674389775,Oil&Gas,No informations available on GEM,No informations available on GEM,24.06199695096277,54.0705978532438,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Baghdad East,Iraq,Asia,2.742460925,Oil&Gas,OG0011974,https://www.gem.wiki/East_Baghdad_Oil_Field_(Iraq),33.382,44.521,GEM,ZhenHua Oil Company,China ZhenHua Oil Co. (100.0%),China ZhenHua Oil Co. (100.0%),,East Baghdad Field is an oil field in development in Iraq.,No start year available,operating,in development,in development,not started
Baijia Haizi Coal Mine,China,Asia,4.961658372,Coal,M0168,https://www.gem.wiki/Baijia_Haizi_coal_mine,38.356604,108.950826,GEM,Inner Mongolia Ordos Lianhai Coal Industry Company,Inner Mongolia Huineng Coal and Electricity Group (60.0%);Inner Mongolia Ordos Investment Holding Group (38.0%);Bayannaoer Zhuoyue Building Materials Company (1.0%);Others (1.0%),Inner Mongolia Huineng Coal and Electricity Group (60.0%);Inner Mongolia Ordos Investment Holding Group (38.0%);Bayannaoer Zhuoyue Building Materials Company (1.0%);Others (1.0%),,白家海子煤矿 建设地点位于内蒙古自治区鄂尔多斯市乌审旗境内，矿井建设规模为1500万吨/年。,No start year available,not started,proposed,proposed,not started
Baishihu Surface Mine,China,Asia,1.2935604,Coal,M0170,https://www.gem.wiki/Baishihu_Surface_Mine,43.917059,94.670358,GEM,Yiwu Gunaghui Mining Company,Guanghui Energy Holding Company (94.0%);Xinjiang Guanghui Industry Investment Group (5.0%);Xinjiang Production and Construction Corps (1.0%),Guanghui Energy Holding Company (94.0%);Xinjiang Guanghui Industry Investment Group (5.0%);Xinjiang Production and Construction Corps (1.0%),,伊吾广汇矿业有限公司白石湖露天煤矿位于新疆维吾尔自治区哈密地区伊吾县淖毛湖镇。,No start year available,operating,operating,operating,operating
Baiyanghe Coal Mine,China,Asia,1.23986544,Coal,M0172,https://www.gem.wiki/Baiyanghe_coal_mine,44.048539,88.529268,GEM,Xinjiang Mingji Energy Company,Shandong Lutai Holding Group (75.0%);Ming Kei Energy Investment Company (25.0%),Shandong Lutai Holding Group (75.0%);Ming Kei Energy Investment Company (25.0%),,白杨河矿井是一座井工煤矿，地点位于新疆维吾尔自治区昌吉回族自治州呼图壁县雀儿沟镇。,No start year available,not started,proposed,proposed,not started
Baiyinhua No.3 Surface Mine,China,Asia,1.5792966,Coal,M0176,https://www.gem.wiki/Baiyinhua_No.3_Surface_Mine,44.897826,118.615908,GEM,Inner Mongolia Baiyinhua Mengdong Surface Coal Industry Company,State Power Investment Corporation (SPIC) (43.0%);Huolinhe Coal Industry Group (23.0%);Industrial and Commercial Bank of China (33.0%);Others (1.0%),State Power Investment Corporation (SPIC) (43.0%);Huolinhe Coal Industry Group (23.0%);Industrial and Commercial Bank of China (33.0%);Others (1.0%),,内蒙古白音华蒙东露天煤业有限公司白音华煤田三号露天矿内蒙古锡林郭勒盟西乌珠穆沁旗白音华镇 。,No start year available,operating,operating,operating,operating
